account_id,uat_case_id,business_process,required_flag,executed_at,status,defect_severity
ACCT-055,UAT-01,Authentication,1,2026-06-24,Passed,
ACCT-055,UAT-02,Mapping,1,2026-06-25,Passed,
ACCT-055,UAT-03,Historical load,1,2026-06-26,Passed,
ACCT-055,UAT-04,Incremental sync,1,2026-06-27,Passed,
ACCT-055,UAT-05,Retries,1,2026-06-28,Passed,
ACCT-055,UAT-06,Timezone,1,2026-06-29,Passed,
ACCT-055,UAT-07,Dashboard,1,,Not executed,
ACCT-055,UAT-08,Handoff,1,,Not executed,
ACCT-056,UAT-01,Authentication,1,2026-06-02,Passed,
ACCT-056,UAT-02,Mapping,1,2026-06-03,Passed,
ACCT-056,UAT-03,Historical load,1,2026-06-04,Passed,
ACCT-056,UAT-04,Incremental sync,1,2026-06-05,Passed,
ACCT-056,UAT-05,Retries,1,2026-06-06,Passed,
ACCT-056,UAT-06,Timezone,1,2026-06-07,Passed,
ACCT-056,UAT-07,Dashboard,1,2026-06-08,Passed,
ACCT-056,UAT-08,Handoff,1,2026-06-09,Passed,
ACCT-057,UAT-01,Authentication,1,2026-06-16,Passed,
ACCT-057,UAT-02,Mapping,1,2026-06-17,Passed,
ACCT-057,UAT-03,Historical load,1,2026-06-18,Passed,
ACCT-057,UAT-04,Incremental sync,1,2026-06-19,Passed,
ACCT-057,UAT-05,Retries,1,,Not executed,
ACCT-057,UAT-06,Timezone,1,,Not executed,
ACCT-057,UAT-07,Dashboard,1,,Not executed,
ACCT-057,UAT-08,Handoff,1,,Not executed,
ACCT-058,UAT-01,Authentication,1,2026-06-11,Passed,
ACCT-058,UAT-02,Mapping,1,2026-06-12,Passed,
ACCT-058,UAT-03,Historical load,1,2026-06-13,Passed,
ACCT-058,UAT-04,Incremental sync,1,2026-06-14,Passed,
ACCT-058,UAT-05,Retries,1,2026-06-15,Passed,
ACCT-058,UAT-06,Timezone,1,2026-06-16,Passed,
ACCT-058,UAT-07,Dashboard,1,2026-06-17,Passed,
ACCT-058,UAT-08,Handoff,1,2026-06-18,Passed,
ACCT-059,UAT-01,Authentication,1,2026-06-17,Passed,
ACCT-059,UAT-02,Mapping,1,2026-06-18,Passed,
ACCT-059,UAT-03,Historical load,1,2026-06-19,Passed,
ACCT-059,UAT-04,Incremental sync,1,2026-06-20,Passed,
ACCT-059,UAT-05,Retries,1,2026-06-21,Passed,
ACCT-059,UAT-06,Timezone,1,,Not executed,
ACCT-059,UAT-07,Dashboard,1,,Not executed,
ACCT-059,UAT-08,Handoff,1,,Not executed,
ACCT-060,UAT-01,Authentication,1,,Not executed,
ACCT-060,UAT-02,Mapping,1,,Not executed,
ACCT-060,UAT-03,Historical load,1,,Not executed,
ACCT-060,UAT-04,Incremental sync,1,,Not executed,
ACCT-060,UAT-05,Retries,1,,Not executed,
ACCT-060,UAT-06,Timezone,1,,Not executed,
ACCT-060,UAT-07,Dashboard,1,,Not executed,
ACCT-060,UAT-08,Handoff,1,,Not executed,
