run_id,run_date,account_id,connector_id,environment,status,http_status,records_received,records_accepted,records_rejected,latency_ms,retry_count,error_code
SYNC-ACCT-006-CRM-20260111,2026-01-11,ACCT-006,CRM,Production,SUCCESS,200,1298,1294,4,2990,0,
SYNC-ACCT-006-CRM-20260114,2026-01-14,ACCT-006,CRM,Production,SUCCESS,200,1455,1452,3,777,0,
SYNC-ACCT-006-CRM-20260117,2026-01-17,ACCT-006,CRM,Production,SUCCESS,200,1178,1174,4,1610,0,
SYNC-ACCT-006-CRM-20260120,2026-01-20,ACCT-006,CRM,Production,SUCCESS,200,1024,1016,8,1750,0,
SYNC-ACCT-006-CRM-20260123,2026-01-23,ACCT-006,CRM,Production,SUCCESS,200,1189,1188,1,2855,0,
SYNC-ACCT-006-CRM-20260126,2026-01-26,ACCT-006,CRM,Production,SUCCESS,200,1659,1656,3,1056,0,
SYNC-ACCT-006-CRM-20260129,2026-01-29,ACCT-006,CRM,Production,SUCCESS,200,748,746,2,2359,0,
SYNC-ACCT-006-CRM-20260201,2026-02-01,ACCT-006,CRM,Production,SUCCESS,200,1604,1592,12,2868,0,
SYNC-ACCT-006-CRM-20260204,2026-02-04,ACCT-006,CRM,Production,SUCCESS,200,1394,1385,9,2751,0,
SYNC-ACCT-006-CRM-20260207,2026-02-07,ACCT-006,CRM,Production,SUCCESS,200,1580,1580,0,1796,0,
SYNC-ACCT-006-CRM-20260210,2026-02-10,ACCT-006,CRM,Production,SUCCESS,200,1563,1550,13,1665,0,
SYNC-ACCT-006-CRM-20260213,2026-02-13,ACCT-006,CRM,Production,SUCCESS,200,892,886,6,654,0,
SYNC-ACCT-006-CRM-20260216,2026-02-16,ACCT-006,CRM,Production,SUCCESS,200,1192,1192,0,1386,0,
SYNC-ACCT-006-CRM-20260219,2026-02-19,ACCT-006,CRM,Production,SUCCESS,200,903,899,4,1846,0,
SYNC-ACCT-006-CRM-20260222,2026-02-22,ACCT-006,CRM,Production,SUCCESS,200,971,969,2,1944,0,
SYNC-ACCT-006-CRM-20260225,2026-02-25,ACCT-006,CRM,Production,SUCCESS,200,880,875,5,1968,0,
SYNC-ACCT-006-CRM-20260228,2026-02-28,ACCT-006,CRM,Production,SUCCESS,200,1359,1350,9,1923,0,
SYNC-ACCT-006-CRM-20260303,2026-03-03,ACCT-006,CRM,Production,SUCCESS,200,1476,1471,5,1672,0,
SYNC-ACCT-006-CRM-20260306,2026-03-06,ACCT-006,CRM,Production,SUCCESS,200,817,817,0,1580,0,
SYNC-ACCT-006-CRM-20260309,2026-03-09,ACCT-006,CRM,Production,SUCCESS,200,1403,1397,6,2260,0,
SYNC-ACCT-006-CRM-20260312,2026-03-12,ACCT-006,CRM,Production,SUCCESS,200,765,760,5,899,0,
SYNC-ACCT-006-CRM-20260315,2026-03-15,ACCT-006,CRM,Production,FAILED,503,1095,0,1095,3250,2,UPSTREAM_UNAVAILABLE
SYNC-ACCT-006-CRM-20260318,2026-03-18,ACCT-006,CRM,Production,SUCCESS,200,1328,1320,8,2787,0,
SYNC-ACCT-006-CRM-20260321,2026-03-21,ACCT-006,CRM,Production,SUCCESS,200,887,885,2,1765,0,
SYNC-ACCT-006-CRM-20260324,2026-03-24,ACCT-006,CRM,Production,SUCCESS,200,779,773,6,711,0,
SYNC-ACCT-006-CRM-20260327,2026-03-27,ACCT-006,CRM,Production,SUCCESS,200,1089,1086,3,855,0,
SYNC-ACCT-006-CRM-20260330,2026-03-30,ACCT-006,CRM,Production,SUCCESS,200,1002,999,3,3047,0,
SYNC-ACCT-006-CRM-20260402,2026-04-02,ACCT-006,CRM,Production,SUCCESS,200,1620,1614,6,3168,0,
SYNC-ACCT-006-CRM-20260405,2026-04-05,ACCT-006,CRM,Production,SUCCESS,200,1376,1365,11,2587,0,
SYNC-ACCT-006-CRM-20260408,2026-04-08,ACCT-006,CRM,Production,SUCCESS,200,1603,1597,6,1124,0,
SYNC-ACCT-006-CRM-20260411,2026-04-11,ACCT-006,CRM,Production,SUCCESS,200,1532,1520,12,1354,0,
SYNC-ACCT-006-CRM-20260414,2026-04-14,ACCT-006,CRM,Production,SUCCESS,200,1269,1269,0,2801,0,
SYNC-ACCT-006-CRM-20260417,2026-04-17,ACCT-006,CRM,Production,SUCCESS,200,1294,1286,8,1890,0,
SYNC-ACCT-006-CRM-20260420,2026-04-20,ACCT-006,CRM,Production,SUCCESS,200,1505,1505,0,2598,0,
SYNC-ACCT-006-CRM-20260423,2026-04-23,ACCT-006,CRM,Production,SUCCESS,200,1553,1550,3,1436,0,
SYNC-ACCT-006-CRM-20260426,2026-04-26,ACCT-006,CRM,Production,SUCCESS,200,1337,1335,2,2348,0,
SYNC-ACCT-006-CRM-20260429,2026-04-29,ACCT-006,CRM,Production,SUCCESS,200,1394,1384,10,3069,0,
SYNC-ACCT-006-CRM-20260502,2026-05-02,ACCT-006,CRM,Production,SUCCESS,200,1563,1556,7,3298,0,
SYNC-ACCT-006-CRM-20260505,2026-05-05,ACCT-006,CRM,Production,SUCCESS,200,1582,1570,12,2722,0,
SYNC-ACCT-006-CRM-20260508,2026-05-08,ACCT-006,CRM,Production,SUCCESS,200,1527,1518,9,2718,0,
SYNC-ACCT-006-CRM-20260511,2026-05-11,ACCT-006,CRM,Production,SUCCESS,200,1363,1357,6,3021,0,
SYNC-ACCT-006-CRM-20260514,2026-05-14,ACCT-006,CRM,Production,SUCCESS,200,890,883,7,3308,0,
SYNC-ACCT-006-CRM-20260517,2026-05-17,ACCT-006,CRM,Production,SUCCESS,200,1056,1050,6,1169,0,
SYNC-ACCT-006-CRM-20260520,2026-05-20,ACCT-006,CRM,Production,SUCCESS,200,881,879,2,938,0,
SYNC-ACCT-006-CRM-20260523,2026-05-23,ACCT-006,CRM,Production,SUCCESS,200,1389,1388,1,1348,0,
SYNC-ACCT-006-CRM-20260526,2026-05-26,ACCT-006,CRM,Production,SUCCESS,200,856,854,2,2819,0,
SYNC-ACCT-006-CRM-20260529,2026-05-29,ACCT-006,CRM,Production,SUCCESS,200,988,985,3,1915,0,
SYNC-ACCT-006-CRM-20260601,2026-06-01,ACCT-006,CRM,Production,SUCCESS,200,1192,1185,7,1713,0,
SYNC-ACCT-006-CRM-20260604,2026-06-04,ACCT-006,CRM,Production,SUCCESS,200,929,924,5,1856,0,
SYNC-ACCT-006-CRM-20260607,2026-06-07,ACCT-006,CRM,Production,SUCCESS,200,1382,1372,10,3194,0,
SYNC-ACCT-006-CRM-20260610,2026-06-10,ACCT-006,CRM,Production,SUCCESS,200,1272,1266,6,2047,0,
SYNC-ACCT-006-CRM-20260613,2026-06-13,ACCT-006,CRM,Production,SUCCESS,200,1053,1051,2,1081,0,
SYNC-ACCT-006-CRM-20260616,2026-06-16,ACCT-006,CRM,Production,SUCCESS,200,1357,1350,7,1932,0,
SYNC-ACCT-006-CRM-20260619,2026-06-19,ACCT-006,CRM,Production,SUCCESS,200,1612,1604,8,3083,0,
SYNC-ACCT-006-CRM-20260622,2026-06-22,ACCT-006,CRM,Production,SUCCESS,200,749,744,5,3284,0,
SYNC-ACCT-006-CRM-20260625,2026-06-25,ACCT-006,CRM,Production,SUCCESS,200,1172,1164,8,1519,0,
SYNC-ACCT-006-CRM-20260628,2026-06-28,ACCT-006,CRM,Production,SUCCESS,200,1342,1336,6,773,0,
SYNC-ACCT-006-BILLING-20250907,2025-09-07,ACCT-006,BILLING,Production,SUCCESS,200,1067,1065,2,1021,0,
SYNC-ACCT-006-BILLING-20250910,2025-09-10,ACCT-006,BILLING,Production,SUCCESS,200,1613,1603,10,2648,0,
SYNC-ACCT-006-BILLING-20250913,2025-09-13,ACCT-006,BILLING,Production,SUCCESS,200,1267,1262,5,1428,0,
SYNC-ACCT-006-BILLING-20250916,2025-09-16,ACCT-006,BILLING,Production,SUCCESS,200,817,810,7,1898,0,
SYNC-ACCT-006-BILLING-20250919,2025-09-19,ACCT-006,BILLING,Production,SUCCESS,200,785,783,2,1999,0,
SYNC-ACCT-006-BILLING-20250922,2025-09-22,ACCT-006,BILLING,Production,SUCCESS,200,1638,1631,7,1714,0,
SYNC-ACCT-006-BILLING-20250925,2025-09-25,ACCT-006,BILLING,Production,SUCCESS,200,1050,1050,0,1481,0,
SYNC-ACCT-006-BILLING-20250928,2025-09-28,ACCT-006,BILLING,Production,SUCCESS,200,1675,1673,2,3157,0,
SYNC-ACCT-006-BILLING-20251001,2025-10-01,ACCT-006,BILLING,Production,SUCCESS,200,1156,1148,8,2119,0,
SYNC-ACCT-006-BILLING-20251004,2025-10-04,ACCT-006,BILLING,Production,SUCCESS,200,1264,1261,3,2179,0,
SYNC-ACCT-006-BILLING-20251007,2025-10-07,ACCT-006,BILLING,Production,SUCCESS,200,1669,1664,5,1750,0,
SYNC-ACCT-006-BILLING-20251010,2025-10-10,ACCT-006,BILLING,Production,SUCCESS,200,921,914,7,2254,0,
SYNC-ACCT-006-BILLING-20251013,2025-10-13,ACCT-006,BILLING,Production,SUCCESS,200,1495,1490,5,562,0,
SYNC-ACCT-006-BILLING-20251016,2025-10-16,ACCT-006,BILLING,Production,FAILED,503,1542,0,1542,3216,2,UPSTREAM_UNAVAILABLE
SYNC-ACCT-006-BILLING-20251019,2025-10-19,ACCT-006,BILLING,Production,SUCCESS,200,1187,1184,3,2318,0,
SYNC-ACCT-006-BILLING-20251022,2025-10-22,ACCT-006,BILLING,Production,SUCCESS,200,1065,1065,0,2772,0,
SYNC-ACCT-006-BILLING-20251025,2025-10-25,ACCT-006,BILLING,Production,SUCCESS,200,1111,1108,3,2755,0,
SYNC-ACCT-006-BILLING-20251028,2025-10-28,ACCT-006,BILLING,Production,SUCCESS,200,1314,1306,8,2056,0,
SYNC-ACCT-006-BILLING-20251031,2025-10-31,ACCT-006,BILLING,Production,SUCCESS,200,1449,1445,4,2637,0,
SYNC-ACCT-006-BILLING-20251103,2025-11-03,ACCT-006,BILLING,Production,SUCCESS,200,1026,1021,5,1581,0,
SYNC-ACCT-006-BILLING-20251106,2025-11-06,ACCT-006,BILLING,Production,SUCCESS,200,1035,1029,6,1038,0,
SYNC-ACCT-006-BILLING-20251109,2025-11-09,ACCT-006,BILLING,Production,SUCCESS,200,968,960,8,1750,0,
SYNC-ACCT-006-BILLING-20251112,2025-11-12,ACCT-006,BILLING,Production,SUCCESS,200,1253,1246,7,2233,0,
SYNC-ACCT-006-BILLING-20251115,2025-11-15,ACCT-006,BILLING,Production,SUCCESS,200,1577,1572,5,1518,0,
SYNC-ACCT-006-BILLING-20251118,2025-11-18,ACCT-006,BILLING,Production,SUCCESS,200,948,947,1,2569,0,
SYNC-ACCT-006-BILLING-20251121,2025-11-21,ACCT-006,BILLING,Production,SUCCESS,200,1161,1152,9,1632,0,
SYNC-ACCT-006-BILLING-20251124,2025-11-24,ACCT-006,BILLING,Production,SUCCESS,200,1392,1384,8,2260,0,
SYNC-ACCT-006-BILLING-20251127,2025-11-27,ACCT-006,BILLING,Production,SUCCESS,200,1534,1530,4,2381,0,
SYNC-ACCT-006-BILLING-20251130,2025-11-30,ACCT-006,BILLING,Production,SUCCESS,200,1125,1118,7,1785,0,
SYNC-ACCT-006-BILLING-20251203,2025-12-03,ACCT-006,BILLING,Production,SUCCESS,200,1490,1479,11,2418,0,
SYNC-ACCT-006-BILLING-20251206,2025-12-06,ACCT-006,BILLING,Production,SUCCESS,200,1553,1550,3,1351,0,
SYNC-ACCT-006-BILLING-20251209,2025-12-09,ACCT-006,BILLING,Production,SUCCESS,200,1063,1060,3,2325,0,
SYNC-ACCT-006-BILLING-20251212,2025-12-12,ACCT-006,BILLING,Production,SUCCESS,200,1530,1528,2,1918,0,
SYNC-ACCT-006-BILLING-20251215,2025-12-15,ACCT-006,BILLING,Production,SUCCESS,200,934,934,0,2596,0,
SYNC-ACCT-006-BILLING-20251218,2025-12-18,ACCT-006,BILLING,Production,SUCCESS,200,1301,1300,1,873,0,
SYNC-ACCT-006-BILLING-20251221,2025-12-21,ACCT-006,BILLING,Production,SUCCESS,200,1648,1642,6,3316,0,
SYNC-ACCT-006-BILLING-20251224,2025-12-24,ACCT-006,BILLING,Production,SUCCESS,200,764,764,0,511,0,
SYNC-ACCT-006-BILLING-20251227,2025-12-27,ACCT-006,BILLING,Production,SUCCESS,200,860,858,2,2216,0,
SYNC-ACCT-006-BILLING-20251230,2025-12-30,ACCT-006,BILLING,Production,SUCCESS,200,966,961,5,1951,0,
SYNC-ACCT-006-BILLING-20260102,2026-01-02,ACCT-006,BILLING,Production,SUCCESS,200,1213,1210,3,1963,0,
SYNC-ACCT-006-BILLING-20260105,2026-01-05,ACCT-006,BILLING,Production,SUCCESS,200,958,956,2,3169,0,
SYNC-ACCT-006-BILLING-20260108,2026-01-08,ACCT-006,BILLING,Production,SUCCESS,200,1453,1443,10,3300,0,
SYNC-ACCT-006-BILLING-20260111,2026-01-11,ACCT-006,BILLING,Production,SUCCESS,200,1346,1343,3,915,0,
SYNC-ACCT-006-BILLING-20260114,2026-01-14,ACCT-006,BILLING,Production,SUCCESS,200,769,769,0,507,0,
SYNC-ACCT-006-BILLING-20260117,2026-01-17,ACCT-006,BILLING,Production,SUCCESS,200,1319,1309,10,1437,0,
SYNC-ACCT-006-BILLING-20260120,2026-01-20,ACCT-006,BILLING,Production,SUCCESS,200,1587,1575,12,1431,0,
SYNC-ACCT-006-BILLING-20260123,2026-01-23,ACCT-006,BILLING,Production,SUCCESS,200,803,803,0,2017,0,
SYNC-ACCT-006-BILLING-20260126,2026-01-26,ACCT-006,BILLING,Production,SUCCESS,200,928,924,4,1614,0,
SYNC-ACCT-006-BILLING-20260129,2026-01-29,ACCT-006,BILLING,Production,SUCCESS,200,966,962,4,1647,0,
SYNC-ACCT-006-BILLING-20260201,2026-02-01,ACCT-006,BILLING,Production,SUCCESS,200,789,786,3,2364,0,
SYNC-ACCT-006-BILLING-20260204,2026-02-04,ACCT-006,BILLING,Production,SUCCESS,200,930,927,3,611,0,
SYNC-ACCT-006-BILLING-20260207,2026-02-07,ACCT-006,BILLING,Production,SUCCESS,200,1268,1268,0,1391,0,
SYNC-ACCT-006-BILLING-20260210,2026-02-10,ACCT-006,BILLING,Production,SUCCESS,200,1040,1035,5,661,0,
SYNC-ACCT-006-BILLING-20260213,2026-02-13,ACCT-006,BILLING,Production,SUCCESS,200,878,873,5,1293,0,
SYNC-ACCT-006-BILLING-20260216,2026-02-16,ACCT-006,BILLING,Production,SUCCESS,200,1521,1512,9,834,0,
SYNC-ACCT-006-BILLING-20260219,2026-02-19,ACCT-006,BILLING,Production,SUCCESS,200,797,794,3,2806,0,
SYNC-ACCT-006-BILLING-20260222,2026-02-22,ACCT-006,BILLING,Production,SUCCESS,200,1671,1661,10,1231,0,
SYNC-ACCT-006-BILLING-20260225,2026-02-25,ACCT-006,BILLING,Production,SUCCESS,200,734,734,0,1057,0,
SYNC-ACCT-006-BILLING-20260228,2026-02-28,ACCT-006,BILLING,Production,SUCCESS,200,1448,1443,5,2514,0,
SYNC-ACCT-006-BILLING-20260303,2026-03-03,ACCT-006,BILLING,Production,FAILED,503,1609,0,1609,3195,2,UPSTREAM_UNAVAILABLE
SYNC-ACCT-006-BILLING-20260306,2026-03-06,ACCT-006,BILLING,Production,SUCCESS,200,845,838,7,722,0,
SYNC-ACCT-006-BILLING-20260309,2026-03-09,ACCT-006,BILLING,Production,SUCCESS,200,987,981,6,845,0,
SYNC-ACCT-006-BILLING-20260312,2026-03-12,ACCT-006,BILLING,Production,SUCCESS,200,1280,1271,9,1275,0,
SYNC-ACCT-006-BILLING-20260315,2026-03-15,ACCT-006,BILLING,Production,SUCCESS,200,1088,1080,8,1547,0,
SYNC-ACCT-006-BILLING-20260318,2026-03-18,ACCT-006,BILLING,Production,SUCCESS,200,1423,1413,10,1190,0,
SYNC-ACCT-006-BILLING-20260321,2026-03-21,ACCT-006,BILLING,Production,SUCCESS,200,1297,1290,7,3252,0,
SYNC-ACCT-006-BILLING-20260324,2026-03-24,ACCT-006,BILLING,Production,SUCCESS,200,1115,1112,3,1048,0,
SYNC-ACCT-006-BILLING-20260327,2026-03-27,ACCT-006,BILLING,Production,SUCCESS,200,729,729,0,2296,0,
SYNC-ACCT-006-BILLING-20260330,2026-03-30,ACCT-006,BILLING,Production,SUCCESS,200,1316,1311,5,1474,0,
SYNC-ACCT-006-BILLING-20260402,2026-04-02,ACCT-006,BILLING,Production,SUCCESS,200,976,972,4,2498,0,
SYNC-ACCT-006-BILLING-20260405,2026-04-05,ACCT-006,BILLING,Production,SUCCESS,200,1194,1189,5,3300,0,
SYNC-ACCT-006-BILLING-20260408,2026-04-08,ACCT-006,BILLING,Production,SUCCESS,200,820,816,4,2217,0,
SYNC-ACCT-006-BILLING-20260411,2026-04-11,ACCT-006,BILLING,Production,SUCCESS,200,1376,1369,7,1050,0,
SYNC-ACCT-006-BILLING-20260414,2026-04-14,ACCT-006,BILLING,Production,SUCCESS,200,1415,1415,0,2682,0,
SYNC-ACCT-006-BILLING-20260417,2026-04-17,ACCT-006,BILLING,Production,SUCCESS,200,785,780,5,1767,0,
SYNC-ACCT-006-BILLING-20260420,2026-04-20,ACCT-006,BILLING,Production,SUCCESS,200,1603,1596,7,2630,0,
SYNC-ACCT-006-BILLING-20260423,2026-04-23,ACCT-006,BILLING,Production,SUCCESS,200,1658,1648,10,2278,0,
SYNC-ACCT-006-BILLING-20260426,2026-04-26,ACCT-006,BILLING,Production,SUCCESS,200,967,964,3,2098,0,
SYNC-ACCT-006-BILLING-20260429,2026-04-29,ACCT-006,BILLING,Production,SUCCESS,200,1109,1105,4,2306,0,
SYNC-ACCT-006-BILLING-20260502,2026-05-02,ACCT-006,BILLING,Production,SUCCESS,200,747,743,4,2976,0,
SYNC-ACCT-006-BILLING-20260505,2026-05-05,ACCT-006,BILLING,Production,SUCCESS,200,910,904,6,1649,0,
SYNC-ACCT-006-BILLING-20260508,2026-05-08,ACCT-006,BILLING,Production,SUCCESS,200,1005,1000,5,1014,0,
SYNC-ACCT-006-BILLING-20260511,2026-05-11,ACCT-006,BILLING,Production,SUCCESS,200,794,790,4,2316,0,
SYNC-ACCT-006-BILLING-20260514,2026-05-14,ACCT-006,BILLING,Production,SUCCESS,200,1670,1669,1,3038,0,
SYNC-ACCT-006-BILLING-20260517,2026-05-17,ACCT-006,BILLING,Production,SUCCESS,200,1310,1302,8,3092,0,
SYNC-ACCT-006-BILLING-20260520,2026-05-20,ACCT-006,BILLING,Production,SUCCESS,200,1381,1370,11,700,0,
SYNC-ACCT-006-BILLING-20260523,2026-05-23,ACCT-006,BILLING,Production,SUCCESS,200,1026,1021,5,1171,0,
SYNC-ACCT-006-BILLING-20260526,2026-05-26,ACCT-006,BILLING,Production,SUCCESS,200,936,932,4,1111,0,
SYNC-ACCT-006-BILLING-20260529,2026-05-29,ACCT-006,BILLING,Production,SUCCESS,200,751,748,3,2896,0,
SYNC-ACCT-006-BILLING-20260601,2026-06-01,ACCT-006,BILLING,Production,SUCCESS,200,989,986,3,1158,0,
SYNC-ACCT-006-BILLING-20260604,2026-06-04,ACCT-006,BILLING,Production,SUCCESS,200,1541,1539,2,1899,0,
SYNC-ACCT-006-BILLING-20260607,2026-06-07,ACCT-006,BILLING,Production,SUCCESS,200,1591,1580,11,2875,0,
SYNC-ACCT-006-BILLING-20260610,2026-06-10,ACCT-006,BILLING,Production,SUCCESS,200,1543,1543,0,1702,0,
SYNC-ACCT-006-BILLING-20260613,2026-06-13,ACCT-006,BILLING,Production,SUCCESS,200,1233,1232,1,1243,0,
SYNC-ACCT-006-BILLING-20260616,2026-06-16,ACCT-006,BILLING,Production,SUCCESS,200,938,935,3,887,0,
SYNC-ACCT-006-BILLING-20260619,2026-06-19,ACCT-006,BILLING,Production,SUCCESS,200,931,926,5,3133,0,
SYNC-ACCT-006-BILLING-20260622,2026-06-22,ACCT-006,BILLING,Production,SUCCESS,200,1570,1564,6,1053,0,
SYNC-ACCT-006-BILLING-20260625,2026-06-25,ACCT-006,BILLING,Production,SUCCESS,200,1591,1587,4,788,0,
SYNC-ACCT-006-BILLING-20260628,2026-06-28,ACCT-006,BILLING,Production,SUCCESS,200,1514,1509,5,2197,0,
SYNC-ACCT-006-PRODUCT-20250907,2025-09-07,ACCT-006,PRODUCT,Production,SUCCESS,200,1165,1158,7,1019,0,
SYNC-ACCT-006-PRODUCT-20250910,2025-09-10,ACCT-006,PRODUCT,Production,SUCCESS,200,763,763,0,2782,0,
SYNC-ACCT-006-PRODUCT-20250913,2025-09-13,ACCT-006,PRODUCT,Production,SUCCESS,200,1580,1580,0,2221,0,
SYNC-ACCT-006-PRODUCT-20250916,2025-09-16,ACCT-006,PRODUCT,Production,SUCCESS,200,750,746,4,2909,0,
SYNC-ACCT-006-PRODUCT-20250919,2025-09-19,ACCT-006,PRODUCT,Production,SUCCESS,200,1238,1236,2,2838,0,
SYNC-ACCT-006-PRODUCT-20250922,2025-09-22,ACCT-006,PRODUCT,Production,SUCCESS,200,1526,1526,0,1828,0,
SYNC-ACCT-006-PRODUCT-20250925,2025-09-25,ACCT-006,PRODUCT,Production,SUCCESS,200,1108,1100,8,2324,0,
SYNC-ACCT-006-PRODUCT-20250928,2025-09-28,ACCT-006,PRODUCT,Production,SUCCESS,200,977,969,8,836,0,
SYNC-ACCT-006-PRODUCT-20251001,2025-10-01,ACCT-006,PRODUCT,Production,SUCCESS,200,1370,1362,8,2540,0,
SYNC-ACCT-006-PRODUCT-20251004,2025-10-04,ACCT-006,PRODUCT,Production,SUCCESS,200,1382,1375,7,1216,0,
SYNC-ACCT-006-PRODUCT-20251007,2025-10-07,ACCT-006,PRODUCT,Production,SUCCESS,200,1458,1447,11,2873,0,
SYNC-ACCT-006-PRODUCT-20251010,2025-10-10,ACCT-006,PRODUCT,Production,SUCCESS,200,1585,1583,2,1046,0,
SYNC-ACCT-006-PRODUCT-20251013,2025-10-13,ACCT-006,PRODUCT,Production,SUCCESS,200,1141,1132,9,2038,0,
SYNC-ACCT-006-PRODUCT-20251016,2025-10-16,ACCT-006,PRODUCT,Production,SUCCESS,200,1142,1135,7,2212,0,
SYNC-ACCT-006-PRODUCT-20251019,2025-10-19,ACCT-006,PRODUCT,Production,SUCCESS,200,1346,1345,1,1447,0,
SYNC-ACCT-006-PRODUCT-20251022,2025-10-22,ACCT-006,PRODUCT,Production,SUCCESS,200,1177,1176,1,1681,0,
SYNC-ACCT-006-PRODUCT-20251025,2025-10-25,ACCT-006,PRODUCT,Production,SUCCESS,200,915,913,2,2915,0,
SYNC-ACCT-006-PRODUCT-20251028,2025-10-28,ACCT-006,PRODUCT,Production,SUCCESS,200,1171,1169,2,1391,0,
SYNC-ACCT-006-PRODUCT-20251031,2025-10-31,ACCT-006,PRODUCT,Production,SUCCESS,200,928,926,2,1256,0,
SYNC-ACCT-006-PRODUCT-20251103,2025-11-03,ACCT-006,PRODUCT,Production,SUCCESS,200,1262,1255,7,1827,0,
SYNC-ACCT-006-PRODUCT-20251106,2025-11-06,ACCT-006,PRODUCT,Production,SUCCESS,200,1323,1312,11,2974,0,
SYNC-ACCT-006-PRODUCT-20251109,2025-11-09,ACCT-006,PRODUCT,Production,SUCCESS,200,871,871,0,2767,0,
SYNC-ACCT-006-PRODUCT-20251112,2025-11-12,ACCT-006,PRODUCT,Production,SUCCESS,200,803,802,1,1808,0,
SYNC-ACCT-006-PRODUCT-20251115,2025-11-15,ACCT-006,PRODUCT,Production,SUCCESS,200,1542,1531,11,2574,0,
SYNC-ACCT-006-PRODUCT-20251118,2025-11-18,ACCT-006,PRODUCT,Production,SUCCESS,200,910,908,2,1221,0,
SYNC-ACCT-006-PRODUCT-20251121,2025-11-21,ACCT-006,PRODUCT,Production,SUCCESS,200,1079,1072,7,2557,0,
SYNC-ACCT-006-PRODUCT-20251124,2025-11-24,ACCT-006,PRODUCT,Production,SUCCESS,200,1660,1659,1,2725,0,
SYNC-ACCT-006-PRODUCT-20251127,2025-11-27,ACCT-006,PRODUCT,Production,SUCCESS,200,1278,1275,3,971,0,
SYNC-ACCT-006-PRODUCT-20251130,2025-11-30,ACCT-006,PRODUCT,Production,SUCCESS,200,1408,1398,10,2735,0,
SYNC-ACCT-006-PRODUCT-20251203,2025-12-03,ACCT-006,PRODUCT,Production,SUCCESS,200,1509,1500,9,856,0,
SYNC-ACCT-006-PRODUCT-20251206,2025-12-06,ACCT-006,PRODUCT,Production,SUCCESS,200,941,939,2,1669,0,
SYNC-ACCT-006-PRODUCT-20251209,2025-12-09,ACCT-006,PRODUCT,Production,SUCCESS,200,1343,1333,10,1168,0,
SYNC-ACCT-006-PRODUCT-20251212,2025-12-12,ACCT-006,PRODUCT,Production,SUCCESS,200,1439,1432,7,2044,0,
SYNC-ACCT-006-PRODUCT-20251215,2025-12-15,ACCT-006,PRODUCT,Production,SUCCESS,200,1509,1501,8,856,0,
SYNC-ACCT-006-PRODUCT-20251218,2025-12-18,ACCT-006,PRODUCT,Production,SUCCESS,200,1200,1190,10,1679,0,
SYNC-ACCT-006-PRODUCT-20251221,2025-12-21,ACCT-006,PRODUCT,Production,SUCCESS,200,864,862,2,3082,0,
SYNC-ACCT-006-PRODUCT-20251224,2025-12-24,ACCT-006,PRODUCT,Production,SUCCESS,200,1427,1418,9,1384,0,
SYNC-ACCT-006-PRODUCT-20251227,2025-12-27,ACCT-006,PRODUCT,Production,SUCCESS,200,1453,1451,2,3278,0,
SYNC-ACCT-006-PRODUCT-20251230,2025-12-30,ACCT-006,PRODUCT,Production,SUCCESS,200,1340,1336,4,3163,0,
SYNC-ACCT-006-PRODUCT-20260102,2026-01-02,ACCT-006,PRODUCT,Production,SUCCESS,200,907,906,1,1677,0,
SYNC-ACCT-006-PRODUCT-20260105,2026-01-05,ACCT-006,PRODUCT,Production,SUCCESS,200,1579,1579,0,1594,0,
SYNC-ACCT-006-PRODUCT-20260108,2026-01-08,ACCT-006,PRODUCT,Production,SUCCESS,200,1025,1023,2,2237,0,
SYNC-ACCT-006-PRODUCT-20260111,2026-01-11,ACCT-006,PRODUCT,Production,SUCCESS,200,744,739,5,810,0,
SYNC-ACCT-006-PRODUCT-20260114,2026-01-14,ACCT-006,PRODUCT,Production,SUCCESS,200,1157,1151,6,1104,0,
SYNC-ACCT-006-PRODUCT-20260117,2026-01-17,ACCT-006,PRODUCT,Production,SUCCESS,200,1358,1347,11,1052,0,
SYNC-ACCT-006-PRODUCT-20260120,2026-01-20,ACCT-006,PRODUCT,Production,SUCCESS,200,1307,1303,4,3192,0,
SYNC-ACCT-006-PRODUCT-20260123,2026-01-23,ACCT-006,PRODUCT,Production,SUCCESS,200,998,993,5,2967,0,
SYNC-ACCT-006-PRODUCT-20260126,2026-01-26,ACCT-006,PRODUCT,Production,SUCCESS,200,1440,1428,12,2962,0,
SYNC-ACCT-006-PRODUCT-20260129,2026-01-29,ACCT-006,PRODUCT,Production,SUCCESS,200,1615,1614,1,1301,0,
SYNC-ACCT-006-PRODUCT-20260201,2026-02-01,ACCT-006,PRODUCT,Production,SUCCESS,200,1495,1494,1,1423,0,
SYNC-ACCT-006-PRODUCT-20260204,2026-02-04,ACCT-006,PRODUCT,Production,SUCCESS,200,825,822,3,2634,0,
SYNC-ACCT-006-PRODUCT-20260207,2026-02-07,ACCT-006,PRODUCT,Production,SUCCESS,200,1452,1441,11,2629,0,
SYNC-ACCT-006-PRODUCT-20260210,2026-02-10,ACCT-006,PRODUCT,Production,SUCCESS,200,1382,1374,8,779,0,
SYNC-ACCT-006-PRODUCT-20260213,2026-02-13,ACCT-006,PRODUCT,Production,SUCCESS,200,730,727,3,913,0,
SYNC-ACCT-006-PRODUCT-20260216,2026-02-16,ACCT-006,PRODUCT,Production,SUCCESS,200,1088,1079,9,1204,0,
