account_id,milestone,stage_order,planned_date,actual_date,status,owner
ACCT-047,Discovery complete,1,2026-03-26,2026-03-25,Complete,Implementation
ACCT-047,Authentication,2,2026-03-30,2026-03-28,Complete,Integration Engineering
ACCT-047,Mapping approved,3,2026-04-07,2026-04-03,Complete,Implementation
ACCT-047,First test sync,4,2026-04-11,2026-04-06,Complete,Integration Engineering
ACCT-047,UAT complete,5,2026-04-18,2026-04-12,Complete,Implementation
ACCT-047,Training,6,2026-04-23,2026-04-15,Complete,Implementation
ACCT-047,Go-live,7,2026-04-29,2026-04-20,Complete,Implementation
ACCT-047,First value,8,2026-05-04,2026-04-25,Complete,Implementation
ACCT-048,Discovery complete,1,2026-03-31,2026-03-31,Complete,Implementation
ACCT-048,Authentication,2,2026-04-06,2026-04-06,Complete,Integration Engineering
ACCT-048,Mapping approved,3,2026-04-17,2026-04-17,Complete,Implementation
ACCT-048,First test sync,4,2026-04-23,2026-04-23,Complete,Integration Engineering
ACCT-048,UAT complete,5,2026-05-03,2026-05-03,Complete,Implementation
ACCT-048,Training,6,2026-05-09,2026-05-09,Complete,Implementation
ACCT-048,Go-live,7,2026-05-18,2026-05-18,Complete,Implementation
ACCT-048,First value,8,2026-05-26,2026-05-24,Complete,Implementation
ACCT-049,Discovery complete,1,2026-04-04,2026-04-04,Complete,Implementation
ACCT-049,Authentication,2,2026-04-08,2026-04-09,Complete,Integration Engineering
ACCT-049,Mapping approved,3,2026-04-16,2026-04-17,Complete,Implementation
ACCT-049,First test sync,4,2026-04-20,2026-04-22,Complete,Integration Engineering
ACCT-049,UAT complete,5,2026-04-27,2026-04-29,Complete,Implementation
ACCT-049,Training,6,2026-05-02,2026-05-03,Complete,Implementation
ACCT-049,Go-live,7,2026-05-08,2026-05-10,Complete,Implementation
ACCT-049,First value,8,2026-05-13,2026-05-15,Complete,Implementation
ACCT-050,Discovery complete,1,2026-04-14,2026-04-13,Complete,Implementation
ACCT-050,Authentication,2,2026-04-24,2026-04-22,Complete,Integration Engineering
ACCT-050,Mapping approved,3,2026-05-09,2026-05-05,Complete,Implementation
ACCT-050,First test sync,4,2026-05-18,2026-05-13,Complete,Integration Engineering
ACCT-050,UAT complete,5,2026-05-31,2026-05-25,Complete,Implementation
ACCT-050,Training,6,2026-06-10,2026-06-02,Complete,Implementation
ACCT-050,Go-live,7,2026-06-22,2026-06-13,Complete,Implementation
ACCT-050,First value,8,2026-07-03,2026-06-18,Complete,Implementation
ACCT-051,Discovery complete,1,2026-04-15,2026-04-15,Complete,Implementation
ACCT-051,Authentication,2,2026-04-21,2026-04-21,Complete,Integration Engineering
ACCT-051,Mapping approved,3,2026-05-02,2026-05-02,Complete,Implementation
ACCT-051,First test sync,4,2026-05-08,2026-05-09,Complete,Integration Engineering
ACCT-051,UAT complete,5,2026-05-18,2026-05-18,Complete,Implementation
ACCT-051,Training,6,2026-05-24,2026-05-25,Complete,Implementation
ACCT-051,Go-live,7,2026-06-02,2026-06-03,Complete,Implementation
ACCT-051,First value,8,2026-06-10,2026-06-09,Complete,Implementation
ACCT-052,Discovery complete,1,2026-04-19,2026-04-20,Complete,Implementation
ACCT-052,Authentication,2,2026-04-23,2026-04-27,Complete,Integration Engineering
ACCT-052,Mapping approved,3,2026-05-01,2026-05-07,Complete,Implementation
ACCT-052,First test sync,4,2026-05-05,2026-05-14,Complete,Integration Engineering
ACCT-052,UAT complete,5,2026-05-12,2026-05-23,Complete,Implementation
ACCT-052,Training,6,2026-05-17,2026-05-29,Complete,Implementation
ACCT-052,Go-live,7,2026-05-23,2026-06-07,Complete,Implementation
ACCT-052,First value,8,2026-05-28,2026-06-12,Complete,Implementation
ACCT-053,Discovery complete,1,2026-04-25,2026-04-25,Complete,Implementation
ACCT-053,Authentication,2,2026-04-29,2026-04-29,Complete,Integration Engineering
ACCT-053,Mapping approved,3,2026-05-07,2026-05-06,Complete,Implementation
ACCT-053,First test sync,4,2026-05-11,2026-05-11,Complete,Integration Engineering
ACCT-053,UAT complete,5,2026-05-18,2026-05-17,Complete,Implementation
ACCT-053,Training,6,2026-05-23,2026-05-22,Complete,Implementation
ACCT-053,Go-live,7,2026-05-29,2026-05-28,Complete,Implementation
ACCT-053,First value,8,2026-06-03,2026-06-02,Complete,Implementation
ACCT-054,Discovery complete,1,2026-04-30,2026-04-28,Complete,Implementation
ACCT-054,Authentication,2,2026-05-06,2026-05-04,Complete,Integration Engineering
ACCT-054,Mapping approved,3,2026-05-17,2026-05-12,Complete,Implementation
ACCT-054,First test sync,4,2026-05-23,2026-05-18,Complete,Integration Engineering
ACCT-054,UAT complete,5,2026-06-02,2026-05-25,Complete,Implementation
ACCT-054,Training,6,2026-06-08,2026-05-31,Complete,Implementation
ACCT-054,Go-live,7,2026-06-17,2026-06-07,Complete,Implementation
ACCT-054,First value,8,2026-06-25,2026-06-13,Complete,Implementation
ACCT-055,Discovery complete,1,2026-05-08,2026-05-08,Complete,Implementation
ACCT-055,Authentication,2,2026-05-18,2026-05-17,Complete,Integration Engineering
ACCT-055,Mapping approved,3,2026-06-02,2026-06-01,Complete,Implementation
ACCT-055,First test sync,4,2026-06-11,2026-06-10,Complete,Integration Engineering
ACCT-055,UAT complete,5,2026-06-24,2026-06-23,Complete,Implementation
ACCT-055,Training,6,2026-07-04,,Planned,Implementation
ACCT-055,Go-live,7,2026-07-16,,Planned,Implementation
ACCT-055,First value,8,2026-07-27,,Planned,Implementation
ACCT-056,Discovery complete,1,2026-05-10,2026-05-09,Complete,Implementation
ACCT-056,Authentication,2,2026-05-14,2026-05-14,Complete,Integration Engineering
ACCT-056,Mapping approved,3,2026-05-22,2026-05-20,Complete,Implementation
ACCT-056,First test sync,4,2026-05-26,2026-05-25,Complete,Integration Engineering
ACCT-056,UAT complete,5,2026-06-02,2026-05-31,Complete,Implementation
ACCT-056,Training,6,2026-06-07,2026-06-04,Complete,Implementation
ACCT-056,Go-live,7,2026-06-13,2026-06-10,Complete,Implementation
ACCT-056,First value,8,2026-06-18,2026-06-15,Complete,Implementation
ACCT-057,Discovery complete,1,2026-05-15,2026-05-17,Complete,Implementation
ACCT-057,Authentication,2,2026-05-21,2026-05-26,Complete,Integration Engineering
ACCT-057,Mapping approved,3,2026-06-01,2026-06-09,Complete,Implementation
ACCT-057,First test sync,4,2026-06-07,2026-06-18,Complete,Integration Engineering
ACCT-057,UAT complete,5,2026-06-17,2026-06-30,Complete,Implementation
ACCT-057,Training,6,2026-06-23,,Late,Implementation
ACCT-057,Go-live,7,2026-07-02,,Planned,Implementation
ACCT-057,First value,8,2026-07-10,,Planned,Implementation
ACCT-058,Discovery complete,1,2026-05-19,2026-05-20,Complete,Implementation
ACCT-058,Authentication,2,2026-05-23,2026-05-27,Complete,Integration Engineering
ACCT-058,Mapping approved,3,2026-05-31,2026-06-06,Complete,Implementation
ACCT-058,First test sync,4,2026-06-04,2026-06-12,Complete,Integration Engineering
ACCT-058,UAT complete,5,2026-06-11,2026-06-21,Complete,Implementation
ACCT-058,Training,6,2026-06-16,2026-06-28,Complete,Implementation
ACCT-058,Go-live,7,2026-06-22,,Late,Implementation
ACCT-058,First value,8,2026-06-27,,Late,Implementation
ACCT-059,Discovery complete,1,2026-05-25,2026-05-26,Complete,Implementation
ACCT-059,Authentication,2,2026-05-29,2026-06-01,Complete,Integration Engineering
ACCT-059,Mapping approved,3,2026-06-06,2026-06-11,Complete,Implementation
ACCT-059,First test sync,4,2026-06-10,2026-06-18,Complete,Integration Engineering
ACCT-059,UAT complete,5,2026-06-17,2026-06-26,Complete,Implementation
ACCT-059,Training,6,2026-06-22,,Late,Implementation
ACCT-059,Go-live,7,2026-06-28,,Late,Implementation
ACCT-059,First value,8,2026-07-03,,Planned,Implementation
ACCT-060,Discovery complete,1,2026-06-01,2026-06-04,Complete,Implementation
ACCT-060,Authentication,2,2026-06-11,2026-06-15,Complete,Integration Engineering
ACCT-060,Mapping approved,3,2026-06-26,,Late,Implementation
ACCT-060,First test sync,4,2026-07-05,,Planned,Integration Engineering
ACCT-060,UAT complete,5,2026-07-18,,Planned,Implementation
ACCT-060,Training,6,2026-07-28,,Planned,Implementation
ACCT-060,Go-live,7,2026-08-09,,Planned,Implementation
ACCT-060,First value,8,2026-08-20,,Planned,Implementation
