record_id,event_date,asset_id,business_key,event_type,numeric_value,source_medium,schema_version,required_value_valid
REC-20260318-CRM_LEADS-005,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-005,standard,39.19,governed/source,v1,1
REC-20260318-CRM_LEADS-006,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-006,standard,96.26,governed/source,v1,1
REC-20260318-CRM_LEADS-007,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-007,standard,96.98,governed/source,v1,1
REC-20260318-CRM_LEADS-008,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-008,standard,340.34,governed/source,v1,1
REC-20260318-CRM_LEADS-009,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-009,standard,29.42,governed/source,v1,1
REC-20260318-CRM_LEADS-010,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-010,standard,248.82,governed/source,v1,1
REC-20260318-CRM_LEADS-011,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-011,standard,366.92,governed/source,v1,1
REC-20260318-CRM_LEADS-012,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-012,standard,129.12,governed/source,v1,1
REC-20260318-CRM_LEADS-013,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-013,standard,433.97,governed/source,v1,1
REC-20260318-CRM_LEADS-014,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-014,standard,252.18,governed/source,v1,1
REC-20260318-CRM_LEADS-015,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-015,standard,207.99,governed/source,v1,1
REC-20260318-CRM_LEADS-016,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-016,standard,36.49,governed/source,v1,1
REC-20260318-CRM_LEADS-017,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-017,standard,364.12,governed/source,v1,1
REC-20260318-CRM_LEADS-018,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-018,standard,130.43,governed/source,v1,1
REC-20260318-CRM_LEADS-019,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-019,standard,170.44,governed/source,v1,1
REC-20260318-CRM_LEADS-020,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-020,standard,151.27,governed/source,v1,1
REC-20260318-CRM_LEADS-021,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-021,standard,402.62,governed/source,v1,1
REC-20260318-CRM_LEADS-022,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-022,standard,120.8,governed/source,v1,1
REC-20260318-CRM_LEADS-023,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-023,standard,252.93,governed/source,v1,1
REC-20260318-CRM_LEADS-024,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-024,standard,97.55,governed/source,v1,1
REC-20260318-CRM_LEADS-025,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-025,standard,153.99,governed/source,v1,1
REC-20260318-CRM_LEADS-026,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-026,standard,384.0,governed/source,v1,1
REC-20260318-CRM_LEADS-027,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-027,standard,208.11,governed/source,v1,1
REC-20260318-CRM_LEADS-028,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-028,standard,494.67,governed/source,v1,1
REC-20260318-CRM_LEADS-029,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-029,standard,424.01,governed/source,v1,1
REC-20260318-CRM_LEADS-030,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-030,standard,451.77,governed/source,v1,1
REC-20260318-CRM_LEADS-031,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-031,standard,221.25,governed/source,v1,1
REC-20260318-CRM_LEADS-032,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-032,standard,131.06,governed/source,v1,1
REC-20260318-CRM_LEADS-033,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-033,standard,479.64,governed/source,v1,1
REC-20260318-CRM_LEADS-034,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-034,standard,451.7,governed/source,v1,1
REC-20260318-CRM_LEADS-035,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-035,standard,60.14,governed/source,v1,1
REC-20260318-CRM_LEADS-036,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-036,standard,311.02,governed/source,v1,1
REC-20260318-CRM_LEADS-037,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-037,standard,53.77,governed/source,v1,1
REC-20260318-CRM_LEADS-038,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-038,standard,142.13,governed/source,v1,1
REC-20260318-CRM_LEADS-039,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-039,standard,247.7,governed/source,v1,1
REC-20260318-CRM_LEADS-040,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-040,standard,236.2,governed/source,v1,1
REC-20260318-CRM_LEADS-041,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-041,standard,200.69,governed/source,v1,1
REC-20260318-CRM_LEADS-042,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-042,standard,391.68,governed/source,v1,1
REC-20260318-CRM_LEADS-043,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-043,standard,176.55,governed/source,v1,1
REC-20260318-CRM_LEADS-044,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-044,standard,28.85,governed/source,v1,1
REC-20260318-CRM_LEADS-045,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-045,standard,425.68,governed/source,v1,1
REC-20260318-CRM_LEADS-046,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-046,standard,190.19,governed/source,v1,1
REC-20260318-CRM_LEADS-047,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-047,standard,330.97,governed/source,v1,1
REC-20260318-CRM_LEADS-048,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-048,standard,251.69,governed/source,v1,1
REC-20260318-CRM_LEADS-049,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-049,standard,213.99,governed/source,v1,1
REC-20260318-CRM_LEADS-050,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-050,standard,30.13,governed/source,v1,1
REC-20260318-CRM_LEADS-051,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-051,standard,237.71,governed/source,v1,1
REC-20260318-CRM_LEADS-052,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-052,standard,457.29,governed/source,v1,1
REC-20260318-CRM_LEADS-053,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-053,standard,474.44,governed/source,v1,1
REC-20260318-CRM_LEADS-054,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-054,standard,315.15,governed/source,v1,1
REC-20260318-CRM_LEADS-055,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-055,standard,188.74,governed/source,v1,1
REC-20260318-CRM_LEADS-056,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-056,standard,380.9,governed/source,v1,1
REC-20260318-CRM_LEADS-057,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-057,standard,207.75,governed/source,v1,1
REC-20260318-CRM_LEADS-058,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-058,standard,187.98,governed/source,v1,1
REC-20260318-CRM_LEADS-059,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-059,standard,145.74,governed/source,v1,1
REC-20260318-CRM_LEADS-060,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-060,standard,314.26,governed/source,v1,1
REC-20260318-CRM_LEADS-061,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-061,standard,254.82,governed/source,v1,1
REC-20260318-CRM_LEADS-062,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-062,standard,489.82,governed/source,v1,1
REC-20260318-CRM_LEADS-063,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-063,standard,185.95,governed/source,v1,1
REC-20260318-CRM_LEADS-064,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-064,standard,228.49,governed/source,v1,1
REC-20260318-CRM_LEADS-065,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-065,standard,201.82,governed/source,v1,1
REC-20260318-CRM_LEADS-066,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-066,standard,293.55,governed/source,v1,1
REC-20260318-CRM_LEADS-067,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-067,standard,490.64,governed/source,v1,1
REC-20260318-CRM_LEADS-068,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-068,standard,426.1,governed/source,v1,1
REC-20260318-CRM_LEADS-069,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-069,standard,478.14,governed/source,v1,1
REC-20260318-CRM_LEADS-070,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-070,standard,198.36,governed/source,v1,1
REC-20260318-CRM_LEADS-071,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-071,standard,379.22,governed/source,v1,1
REC-20260318-CRM_LEADS-072,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-072,standard,377.54,governed/source,v1,1
REC-20260318-CRM_LEADS-073,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-073,standard,164.5,governed/source,v1,1
REC-20260318-CRM_LEADS-074,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-074,standard,268.1,governed/source,v1,1
REC-20260318-CRM_LEADS-075,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-075,standard,460.87,governed/source,v1,1
REC-20260318-CRM_LEADS-076,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-076,standard,339.13,governed/source,v1,1
REC-20260318-CRM_LEADS-077,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-077,standard,439.65,governed/source,v1,1
REC-20260318-CRM_LEADS-078,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-078,standard,350.16,governed/source,v1,1
REC-20260318-CRM_LEADS-079,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-079,standard,112.96,governed/source,v1,1
REC-20260318-CRM_LEADS-080,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-080,standard,172.03,governed/source,v1,1
REC-20260318-CRM_LEADS-081,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-081,standard,465.55,governed/source,v1,1
REC-20260318-CRM_LEADS-082,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-082,standard,303.31,governed/source,v1,1
REC-20260318-CRM_LEADS-083,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-083,standard,323.16,governed/source,v1,1
REC-20260318-CRM_LEADS-084,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-084,standard,40.24,governed/source,v1,1
REC-20260318-CRM_LEADS-085,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-085,standard,282.05,governed/source,v1,1
REC-20260318-CRM_LEADS-086,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-086,standard,269.73,governed/source,v1,1
REC-20260318-CRM_LEADS-087,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-087,standard,308.37,governed/source,v1,1
REC-20260318-CRM_LEADS-088,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-088,standard,228.77,governed/source,v1,1
REC-20260318-CRM_LEADS-089,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-089,standard,156.39,governed/source,v1,1
REC-20260318-CRM_LEADS-090,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-090,standard,304.89,governed/source,v1,1
REC-20260318-CRM_LEADS-091,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-091,standard,413.59,governed/source,v1,1
REC-20260318-CRM_LEADS-092,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-092,standard,284.45,governed/source,v1,1
REC-20260318-CRM_LEADS-093,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-093,standard,87.14,governed/source,v1,1
REC-20260318-CRM_LEADS-094,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-094,standard,455.8,governed/source,v1,1
REC-20260318-CRM_LEADS-095,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-095,standard,51.9,governed/source,v1,1
REC-20260318-CRM_LEADS-096,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-096,standard,46.14,governed/source,v1,1
REC-20260318-CRM_LEADS-097,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-097,standard,304.79,governed/source,v1,1
REC-20260318-CRM_LEADS-098,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-098,standard,138.99,governed/source,v1,1
REC-20260318-CRM_LEADS-099,2026-03-18,CRM_LEADS,CRM_LEADS-20260318-099,standard,393.55,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-000,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-000,standard,367.97,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-001,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-001,standard,390.26,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-002,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-002,standard,313.11,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-003,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-003,standard,458.37,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-004,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-004,standard,296.93,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-005,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-005,standard,337.62,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-006,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-006,standard,354.13,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-007,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-007,standard,348.99,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-008,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-008,standard,150.68,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-009,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-009,standard,345.68,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-010,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-010,standard,446.06,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-011,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-011,standard,29.75,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-012,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-012,standard,401.5,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-013,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-013,standard,92.52,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-014,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-014,standard,201.27,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-015,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-015,standard,327.16,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-016,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-016,standard,283.19,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-017,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-017,standard,419.08,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-018,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-018,standard,458.27,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-019,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-019,standard,167.93,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-020,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-020,standard,236.13,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-021,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-021,standard,275.94,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-022,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-022,standard,398.82,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-023,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-023,standard,172.34,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-024,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-024,standard,57.12,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-025,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-025,standard,54.06,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-026,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-026,standard,158.22,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-027,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-027,standard,388.07,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-028,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-028,standard,427.85,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-029,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-029,standard,124.56,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-030,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-030,standard,330.46,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-031,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-031,standard,470.65,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-032,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-032,standard,225.54,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-033,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-033,standard,349.38,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-034,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-034,standard,323.65,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-035,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-035,standard,21.61,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-036,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-036,standard,453.05,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-037,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-037,standard,49.55,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-038,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-038,standard,422.38,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-039,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-039,standard,399.75,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-040,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-040,standard,264.91,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-041,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-041,standard,249.82,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-042,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-042,standard,387.11,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-043,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-043,standard,101.77,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-044,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-044,standard,134.99,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-045,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-045,standard,280.91,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-046,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-046,standard,186.82,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-047,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-047,standard,408.98,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-048,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-048,standard,209.19,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-049,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-049,standard,223.23,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-050,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-050,standard,487.22,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-051,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-051,standard,137.25,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-052,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-052,standard,433.28,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-053,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-053,standard,485.66,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-054,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-054,standard,493.09,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-055,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-055,standard,283.3,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-056,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-056,standard,35.7,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-057,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-057,standard,113.49,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-058,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-058,standard,211.04,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-059,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-059,standard,175.27,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-060,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-060,standard,54.61,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-061,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-061,standard,215.33,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-062,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-062,standard,360.02,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-063,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-063,standard,391.44,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-064,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-064,standard,143.31,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-065,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-065,standard,114.09,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-066,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-066,standard,141.87,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-067,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-067,standard,215.13,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-068,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-068,standard,57.38,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-069,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-069,standard,195.53,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-070,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-070,standard,116.35,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-071,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-071,standard,309.24,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-072,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-072,standard,215.54,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-073,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-073,standard,395.12,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-074,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-074,standard,439.15,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-075,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-075,standard,404.13,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-076,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-076,standard,118.52,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-077,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-077,standard,188.22,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-078,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-078,standard,84.17,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-079,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-079,standard,282.96,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-080,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-080,standard,173.48,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-081,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-081,standard,192.96,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-082,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-082,standard,456.62,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-083,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-083,standard,255.32,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-084,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-084,standard,192.49,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-085,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-085,standard,444.59,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-086,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-086,standard,90.55,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-087,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-087,standard,422.39,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-088,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-088,standard,41.94,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-089,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-089,standard,133.08,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-090,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-090,standard,53.98,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-091,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-091,standard,308.32,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-092,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-092,standard,297.58,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-093,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-093,standard,246.8,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-094,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-094,standard,401.46,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-095,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-095,standard,444.52,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-096,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-096,standard,44.05,governed/source,v1,1
REC-20260318-COMMERCE_ORDERS-097,2026-03-18,COMMERCE_ORDERS,COMMERCE_ORDERS-20260318-097,standard,347.18,governed/source,v1,1
