month,sku_id,market,channel,forecast_locked_at,forecast_method,budget_units,budget_revenue_eur,forecast_basis_units,forecast_units,forecast_revenue_eur
2025-06,SKU-06,Central,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,794,3506.3,764,756,3338.5
2025-06,SKU-06,Central,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,756,3338.5,726,726,3206.02
2025-06,SKU-06,Central,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,1307,5771.71,1247,1231,5436.1
2025-06,SKU-06,Central,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,1127,4976.83,1089,1089,4809.02
2025-06,SKU-06,North,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,756,3505.42,726,720,3338.5
2025-06,SKU-06,North,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,696,3227.21,666,660,3060.29
2025-06,SKU-06,North,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,1212,5619.8,1157,1165,5401.87
2025-06,SKU-06,North,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,1030,4775.9,1000,997,4622.89
2025-06,SKU-06,South,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,641,2660.82,611,617,2561.19
2025-06,SKU-06,South,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,611,2536.29,688,684,2839.31
2025-06,SKU-06,South,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,1031,4279.72,1001,995,4130.28
2025-06,SKU-06,South,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,905,3756.69,875,882,3661.22
2025-06,SKU-06,West,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,551,2360.22,521,521,2231.71
2025-06,SKU-06,West,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,521,2231.71,491,493,2111.78
2025-06,SKU-06,West,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,884,3786.63,854,852,3649.56
2025-06,SKU-06,West,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,764,3272.61,734,734,3144.1
2025-06,SKU-07,Central,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,726,2927.23,800,802,3233.66
2025-06,SKU-07,Central,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,696,2806.27,666,660,2661.12
2025-06,SKU-07,Central,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,1184,4773.89,1138,1136,4580.35
2025-06,SKU-07,Central,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,1012,4080.38,1102,1099,4431.17
2025-06,SKU-07,North,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,679,2874.61,649,651,2756.07
2025-06,SKU-07,North,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,636,2692.57,606,594,2514.76
2025-06,SKU-07,North,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,1097,4644.26,1059,1076,4555.35
2025-06,SKU-07,North,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,944,3996.52,914,927,3924.55
2025-06,SKU-07,South,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,598,2266.47,568,565,2141.4
2025-06,SKU-07,South,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,551,2088.33,521,515,1951.89
2025-06,SKU-07,South,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,944,3577.84,914,913,3460.34
2025-06,SKU-07,South,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,824,3123.03,794,802,3039.64
2025-06,SKU-07,West,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,508,1986.81,478,481,1881.21
2025-06,SKU-07,West,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,478,1869.48,448,448,1752.15
2025-06,SKU-07,West,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,794,3105.37,764,761,2976.3
2025-06,SKU-07,West,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,696,2722.08,666,667,2608.66
2025-06,SKU-08,Central,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,666,3132.86,636,639,3005.86
2025-06,SKU-08,Central,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,611,2874.14,581,590,2775.36
2025-06,SKU-08,Central,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,1059,4981.54,1029,1037,4878.05
2025-06,SKU-08,Central,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,914,4299.46,884,884,4158.34
2025-06,SKU-08,North,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,611,3017.85,581,580,2864.74
2025-06,SKU-08,North,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,581,2869.68,551,554,2736.32
2025-06,SKU-08,North,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,978,4830.54,948,950,4692.24
2025-06,SKU-08,North,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,854,4218.08,824,817,4035.33
2025-06,SKU-08,South,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,538,2378.91,508,504,2228.57
2025-06,SKU-08,South,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,508,2246.25,478,479,2118.02
2025-06,SKU-08,South,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,854,3776.18,824,816,3608.16
2025-06,SKU-08,South,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,739,3267.68,709,713,3152.71
2025-06,SKU-08,West,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,455,2076.11,425,429,1957.48
2025-06,SKU-08,West,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,419,1911.85,394,389,1774.96
2025-06,SKU-08,West,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,726,3312.65,696,691,3152.95
2025-06,SKU-08,West,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,636,2901.99,687,690,3148.39
2025-06,SKU-09,Central,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,1640,2676.48,1580,1568,2558.98
2025-06,SKU-09,Central,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,1544,2519.81,1484,1490,2431.68
2025-06,SKU-09,Central,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,2660,4341.12,2562,2568,4190.98
2025-06,SKU-09,Central,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,2306,3763.39,2216,2198,3587.14
2025-06,SKU-09,North,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,1520,2604.67,1460,1457,2496.72
2025-06,SKU-09,North,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,1434,2457.3,1374,1388,2378.48
2025-06,SKU-09,North,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,2465,4224.02,2375,2410,4129.78
2025-06,SKU-09,North,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,2147,3679.1,2062,2066,3540.3
2025-06,SKU-09,South,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,1332,2043.39,1272,1281,1965.16
2025-06,SKU-09,South,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,1242,1905.33,1187,1201,1842.43
2025-06,SKU-09,South,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,2149,3296.74,2064,2057,3155.6
2025-06,SKU-09,South,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,1849,2836.51,1781,1771,2716.86
2025-06,SKU-09,West,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,1105,1749.26,1067,1050,1662.19
2025-06,SKU-09,West,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,1029,1628.95,999,995,1575.12
2025-06,SKU-09,West,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,1805,2857.39,1737,1729,2737.08
2025-06,SKU-09,West,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,1550,2453.71,1490,1500,2374.56
2025-06,SKU-10,Central,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,1127,3137.57,1089,1092,3040.13
2025-06,SKU-10,Central,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,1047,2914.85,1017,1015,2825.76
2025-06,SKU-10,Central,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,1833,5103.07,1765,1811,5041.82
2025-06,SKU-10,Central,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,1580,4398.72,1520,1521,4234.46
2025-06,SKU-10,North,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,1042,3045.97,1012,1025,2996.28
2025-06,SKU-10,North,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,974,2847.2,944,941,2750.73
2025-06,SKU-10,North,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,1700,4969.44,1640,1651,4826.2
2025-06,SKU-10,North,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,1482,4332.18,1422,1428,4174.33
2025-06,SKU-10,South,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,909,2378.82,1041,1041,2724.26
2025-06,SKU-10,South,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,854,2234.88,824,814,2130.21
2025-06,SKU-10,South,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,1482,3878.33,1422,1412,3695.15
2025-06,SKU-10,South,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,1272,3328.77,1217,1226,3208.39
2025-06,SKU-10,West,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,764,2063.17,734,728,1965.95
2025-06,SKU-10,West,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,726,1960.55,696,694,1874.13
2025-06,SKU-10,West,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,1242,3354.0,1187,1167,3151.46
2025-06,SKU-10,West,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,1059,2859.81,1029,1024,2765.29
2025-06,SKU-11,Central,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,974,3085.63,944,940,2977.92
2025-06,SKU-11,Central,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,914,2895.55,884,889,2816.35
2025-06,SKU-11,Central,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,1610,5100.48,1550,1561,4945.25
2025-06,SKU-11,Central,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,1392,4409.86,1332,1340,4245.12
2025-06,SKU-11,North,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,914,3040.33,884,876,2913.93
2025-06,SKU-11,North,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,854,2840.75,824,829,2757.59
2025-06,SKU-11,North,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,1490,4956.34,1430,1442,4796.67
2025-06,SKU-11,North,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,1297,4314.34,1242,1245,4141.37
2025-06,SKU-11,South,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,794,2364.47,764,767,2284.06
2025-06,SKU-11,South,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,739,2200.68,709,718,2138.15
2025-06,SKU-11,South,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,1297,3862.36,1242,1250,3722.4
2025-06,SKU-11,South,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,1105,3290.6,1067,1072,3192.33
2025-06,SKU-11,West,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,666,2046.59,636,642,1972.84
2025-06,SKU-11,West,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,636,1954.4,800,814,2501.39
2025-06,SKU-11,West,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,1079,3315.72,1041,1054,3238.9
2025-06,SKU-11,West,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,939,2885.51,909,911,2799.47
2025-06,SKU-12,Central,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,914,3158.78,884,882,3048.19
2025-06,SKU-12,Central,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,854,2951.42,824,806,2785.54
2025-06,SKU-12,Central,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,1490,5149.44,1430,1423,4917.89
2025-06,SKU-12,Central,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,1288,4451.33,1233,1219,4212.86
2025-06,SKU-12,North,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,852,3091.74,822,821,2979.24
2025-06,SKU-12,North,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,794,2881.27,764,776,2815.95
2025-06,SKU-12,North,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,1389,5040.4,1329,1314,4768.24
2025-06,SKU-12,North,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,1204,4369.08,1149,1134,4115.06
2025-06,SKU-12,South,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,732,2378.0,702,704,2287.04
2025-06,SKU-12,South,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,696,2261.05,666,673,2186.33
2025-06,SKU-12,South,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,1204,3911.36,1149,1148,3729.44
2025-06,SKU-12,South,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,1025,3329.86,995,1016,3300.62
2025-06,SKU-12,West,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,634,2125.37,604,606,2031.51
2025-06,SKU-12,West,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,581,1947.7,551,550,1843.78
2025-06,SKU-12,West,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,999,3348.97,969,957,3208.17
2025-06,SKU-12,West,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,854,2862.88,824,822,2755.61
2025-06,SKU-13,Central,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,841,2583.55,811,799,2454.53
2025-06,SKU-13,Central,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,786,2414.59,756,756,2322.43
2025-06,SKU-13,Central,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,1368,4202.5,1308,1318,4048.9
2025-06,SKU-13,Central,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,1165,3578.88,1127,1113,3419.14
2025-06,SKU-13,North,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,786,2535.32,756,751,2422.43
2025-06,SKU-13,North,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,726,2341.79,696,706,2277.27
2025-06,SKU-13,North,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,1272,4102.96,1217,1212,3909.43
2025-06,SKU-13,North,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,1097,3538.48,1059,1072,3457.84
2025-06,SKU-13,South,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,672,1940.52,642,636,1836.56
2025-06,SKU-13,South,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,636,1836.56,606,599,1729.72
2025-06,SKU-13,South,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,1097,3167.78,1059,1059,3058.05
2025-06,SKU-13,South,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,943,2723.08,913,911,2630.68
2025-06,SKU-13,West,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,581,1731.29,551,557,1659.77
2025-06,SKU-13,West,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,543,1618.05,513,514,1531.64
2025-06,SKU-13,West,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,914,2723.57,884,875,2607.36
2025-06,SKU-13,West,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,794,2365.99,764,771,2297.46
2025-06,SKU-14,Central,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,696,2472.19,666,650,2308.8
2025-06,SKU-14,Central,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,662,2351.42,632,627,2227.1
2025-06,SKU-14,Central,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,1127,4003.1,1089,1092,3878.78
2025-06,SKU-14,Central,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,969,3441.89,939,933,3314.02
2025-06,SKU-14,North,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,641,2390.67,611,605,2256.41
2025-06,SKU-14,North,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,611,2278.79,581,581,2166.9
2025-06,SKU-14,North,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,1030,3841.49,1000,1004,3744.52
2025-06,SKU-14,North,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,902,3364.1,872,880,3282.05
2025-06,SKU-14,South,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,568,1896.48,538,538,1796.32
2025-06,SKU-14,South,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,522,1742.9,492,497,1659.42
2025-06,SKU-14,South,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,903,3015.01,873,886,2958.25
2025-06,SKU-14,South,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,786,2624.36,756,758,2530.87
2025-06,SKU-14,West,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,483,1664.15,453,458,1578.01
2025-06,SKU-14,West,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,453,1560.78,423,420,1447.08
2025-06,SKU-14,West,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,764,2632.32,734,738,2542.73
2025-06,SKU-14,West,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,666,2294.66,636,639,2201.64
2025-06,SKU-15,Central,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,636,2686.46,606,605,2555.52
2025-06,SKU-15,Central,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,581,2454.14,551,552,2331.65
2025-06,SKU-15,Central,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,999,4219.78,969,974,4114.18
2025-06,SKU-15,Central,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,870,3674.88,840,838,3539.71
2025-06,SKU-15,North,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,581,2576.85,551,546,2421.62
2025-06,SKU-15,North,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,551,2443.8,521,528,2341.79
2025-06,SKU-15,North,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,939,4164.65,909,914,4053.77
2025-06,SKU-15,North,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,816,3619.12,786,789,3499.37
2025-06,SKU-15,South,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,511,2028.96,481,479,1901.9
2025-06,SKU-15,South,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,483,1917.78,453,448,1778.81
2025-06,SKU-15,South,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,816,3239.98,786,781,3101.01
2025-06,SKU-15,South,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,696,2763.51,666,669,2656.3
2025-06,SKU-15,West,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,426,1745.44,401,400,1638.91
2025-06,SKU-15,West,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,379,1552.87,371,362,1483.22
2025-06,SKU-15,West,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,696,2851.71,666,662,2712.4
2025-06,SKU-15,West,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,604,2474.76,574,580,2376.42
2025-06,SKU-16,Central,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,764,2273.66,734,740,2202.24
2025-06,SKU-16,Central,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,726,2160.58,696,702,2089.15
2025-06,SKU-16,Central,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,1242,3696.19,1187,1200,3571.2
2025-06,SKU-16,Central,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,1059,3151.58,1029,1018,3029.57
2025-06,SKU-16,North,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,726,2268.6,696,693,2165.49
2025-06,SKU-16,North,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,666,2081.12,636,644,2012.37
2025-06,SKU-16,North,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,1157,3615.39,1119,1129,3527.9
2025-06,SKU-16,North,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,999,3121.68,969,959,2996.68
2025-06,SKU-16,South,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,614,1717.63,584,587,1642.1
2025-06,SKU-16,South,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,581,1625.31,551,552,1544.19
2025-06,SKU-16,South,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,999,2794.64,969,969,2710.72
2025-06,SKU-16,South,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,854,2389.01,824,839,2347.05
2025-06,SKU-16,West,Convenience,2025-05-31,calendar_plan_v1_no_realized_demand,521,1503.98,491,495,1428.93
2025-06,SKU-16,West,Ecommerce,2025-05-31,calendar_plan_v1_no_realized_demand,491,1417.38,461,454,1310.57
2025-06,SKU-16,West,Grocery,2025-05-31,calendar_plan_v1_no_realized_demand,845,2439.28,815,811,2341.13
2025-06,SKU-16,West,Wholesale,2025-05-31,calendar_plan_v1_no_realized_demand,726,2095.76,696,694,2003.38
2025-07,SKU-01,Central,Convenience,2025-06-30,calendar_plan_v1_no_realized_demand,1485,3136.32,1723,1704,3598.85
2025-07,SKU-01,Central,Ecommerce,2025-06-30,calendar_plan_v1_no_realized_demand,1390,2935.68,1328,1334,2817.41
2025-07,SKU-01,Central,Grocery,2025-06-30,calendar_plan_v1_no_realized_demand,2406,5081.47,2313,2304,4866.05
2025-07,SKU-01,Central,Wholesale,2025-06-30,calendar_plan_v1_no_realized_demand,2084,4401.41,1995,1992,4207.1
2025-07,SKU-01,North,Convenience,2025-06-30,calendar_plan_v1_no_realized_demand,1384,3069.16,1322,1326,2940.54
2025-07,SKU-01,North,Ecommerce,2025-06-30,calendar_plan_v1_no_realized_demand,1287,2854.05,1229,1226,2718.78
2025-07,SKU-01,North,Grocery,2025-06-30,calendar_plan_v1_no_realized_demand,2237,4960.77,2144,2127,4716.84
2025-07,SKU-01,North,Wholesale,2025-06-30,calendar_plan_v1_no_realized_demand,1927,4273.32,1857,1835,4069.3
2025-07,SKU-01,South,Convenience,2025-06-30,calendar_plan_v1_no_realized_demand,1175,2332.7,1136,1144,2271.16
2025-07,SKU-01,South,Ecommerce,2025-06-30,calendar_plan_v1_no_realized_demand,1097,2177.85,1066,1050,2084.54
2025-07,SKU-01,South,Grocery,2025-06-30,calendar_plan_v1_no_realized_demand,1927,3825.63,1857,1828,3629.09
2025-07,SKU-01,South,Wholesale,2025-06-30,calendar_plan_v1_no_realized_demand,1667,3309.46,1605,1587,3150.64
2025-07,SKU-01,West,Convenience,2025-06-30,calendar_plan_v1_no_realized_demand,1004,2056.83,973,969,1985.13
2025-07,SKU-01,West,Ecommerce,2025-06-30,calendar_plan_v1_no_realized_demand,938,1921.62,907,899,1841.73
2025-07,SKU-01,West,Grocery,2025-06-30,calendar_plan_v1_no_realized_demand,1636,3351.58,1574,1564,3204.07
2025-07,SKU-01,West,Wholesale,2025-06-30,calendar_plan_v1_no_realized_demand,1414,2896.78,1352,1345,2755.42
2025-07,SKU-02,Central,Convenience,2025-06-30,calendar_plan_v1_no_realized_demand,1735,2998.08,1673,1667,2880.58
2025-07,SKU-02,Central,Ecommerce,2025-06-30,calendar_plan_v1_no_realized_demand,1636,2827.01,1574,1562,2699.14
2025-07,SKU-02,Central,Grocery,2025-06-30,calendar_plan_v1_no_realized_demand,2817,4867.78,2716,2712,4686.34
2025-07,SKU-02,Central,Wholesale,2025-06-30,calendar_plan_v1_no_realized_demand,2450,4233.6,2357,2386,4123.01
2025-07,SKU-02,North,Convenience,2025-06-30,calendar_plan_v1_no_realized_demand,1611,2923.0,1549,1550,2812.32
2025-07,SKU-02,North,Ecommerce,2025-06-30,calendar_plan_v1_no_realized_demand,1516,2750.63,1454,1446,2623.62
2025-07,SKU-02,North,Grocery,2025-06-30,calendar_plan_v1_no_realized_demand,2621,4755.54,2520,2484,4506.97
2025-07,SKU-02,North,Wholesale,2025-06-30,calendar_plan_v1_no_realized_demand,2268,4115.06,2175,2174,3944.51
2025-07,SKU-02,South,Convenience,2025-06-30,calendar_plan_v1_no_realized_demand,1411,2291.92,1349,1353,2197.7
2025-07,SKU-02,South,Ecommerce,2025-06-30,calendar_plan_v1_no_realized_demand,1318,2140.85,1260,1263,2051.52
2025-07,SKU-02,South,Grocery,2025-06-30,calendar_plan_v1_no_realized_demand,2270,3687.21,2177,2179,3539.39
2025-07,SKU-02,South,Wholesale,2025-06-30,calendar_plan_v1_no_realized_demand,1958,3180.42,1888,1890,3069.96
2025-07,SKU-02,West,Convenience,2025-06-30,calendar_plan_v1_no_realized_demand,1175,1969.49,1136,1129,1892.38
2025-07,SKU-02,West,Ecommerce,2025-06-30,calendar_plan_v1_no_realized_demand,1097,1838.75,1066,1059,1775.05
2025-07,SKU-02,West,Grocery,2025-06-30,calendar_plan_v1_no_realized_demand,1911,3203.14,1841,1845,3092.52
2025-07,SKU-02,West,Wholesale,2025-06-30,calendar_plan_v1_no_realized_demand,1661,2784.1,1599,1595,2673.48
2025-07,SKU-03,Central,Convenience,2025-06-30,calendar_plan_v1_no_realized_demand,1206,3010.18,1167,1173,2927.81
2025-07,SKU-03,Central,Ecommerce,2025-06-30,calendar_plan_v1_no_realized_demand,1136,2835.46,1097,1096,2735.62
2025-07,SKU-03,Central,Grocery,2025-06-30,calendar_plan_v1_no_realized_demand,1975,4929.6,1905,1904,4752.38
2025-07,SKU-03,Central,Wholesale,2025-06-30,calendar_plan_v1_no_realized_demand,1701,4245.7,1639,1643,4100.93
2025-07,SKU-03,North,Convenience,2025-06-30,calendar_plan_v1_no_realized_demand,1136,2977.23,1097,1102,2888.12
2025-07,SKU-03,North,Ecommerce,2025-06-30,calendar_plan_v1_no_realized_demand,1047,2743.98,1016,1012,2652.25
2025-07,SKU-03,North,Grocery,2025-06-30,calendar_plan_v1_no_realized_demand,1830,4796.06,1768,1740,4560.19
2025-07,SKU-03,North,Wholesale,2025-06-30,calendar_plan_v1_no_realized_demand,1594,4177.56,1532,1527,4001.96
2025-07,SKU-03,South,Convenience,2025-06-30,calendar_plan_v1_no_realized_demand,977,2292.28,946,940,2205.47
2025-07,SKU-03,South,Ecommerce,2025-06-30,calendar_plan_v1_no_realized_demand,915,2146.81,884,881,2067.04
2025-07,SKU-03,South,Grocery,2025-06-30,calendar_plan_v1_no_realized_demand,1596,3744.6,1534,1529,3587.4
2025-07,SKU-03,South,Wholesale,2025-06-30,calendar_plan_v1_no_realized_demand,1384,3247.2,1322,1311,3075.92
2025-07,SKU-03,West,Convenience,2025-06-30,calendar_plan_v1_no_realized_demand,822,1990.16,791,794,1922.37
2025-07,SKU-03,West,Ecommerce,2025-06-30,calendar_plan_v1_no_realized_demand,783,1895.74,752,750,1815.84
2025-07,SKU-03,West,Grocery,2025-06-30,calendar_plan_v1_no_realized_demand,1353,3275.78,1291,1285,3111.14
2025-07,SKU-03,West,Wholesale,2025-06-30,calendar_plan_v1_no_realized_demand,1148,2779.45,1109,1112,2692.29
2025-07,SKU-04,Central,Convenience,2025-06-30,calendar_plan_v1_no_realized_demand,1136,2944.51,1097,1097,2843.42
2025-07,SKU-04,Central,Ecommerce,2025-06-30,calendar_plan_v1_no_realized_demand,1047,2713.82,1016,1024,2654.21
2025-07,SKU-04,Central,Grocery,2025-06-30,calendar_plan_v1_no_realized_demand,1830,4743.36,1768,1769,4585.25
